symbol,report_period,public_date,period_months,net_interest_income,net_profit,equity,gross_loans,nonperforming_loans,loan_loss_reserve,car_percent,source
ACB,2026Q2,2026-08-15,6,14773853,8612866,99314518,745759303,,,,Vietstock consolidated reviewed H1 2026
